"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"181806_at"	"8.52e-01"	"6.01e-01"	"0.71193"	"eff-1"	"Epithelial Fusion Failure"
"188288_s_at"	"8.52e-01"	"6.01e-01"	"0.71185"	"lact-4"	"beta-LACTamase domain containing"
"173536_s_at"	"8.52e-01"	"6.01e-01"	"0.71177"	"mcu-1"	"Mitochondrial Calcium Uniporter"
"175652_at"	"8.52e-01"	"6.01e-01"	"0.71162"	"par-6"	"Partitioning defective protein 6"
"176616_s_at"	"8.52e-01"	"6.01e-01"	"0.7116"	"mig-10"	"Abnormal cell migration protein 10"
"180903_at"	"8.52e-01"	"6.01e-01"	"0.71157"	"srt-33"	"Serpentine Receptor, class T"
"180329_at"	"8.52e-01"	"6.01e-01"	"0.71153"	"inx-16"	"Innexin-16"
"193632_s_at"	"8.52e-01"	"6.01e-01"	"0.7115"	"lis-1"	"Lissencephaly-1 homolog"
"176021_at"	"8.52e-01"	"6.01e-01"	"0.71136"	"ekl-4"	"hypothetical protein"
"178738_at"	"8.52e-01"	"6.01e-01"	"0.71129"	"sri-17"	"Serpentine Receptor, class I"
"178779_at"	"8.52e-01"	"6.01e-01"	"0.71127"	"srv-8"	"Serpentine Receptor, class V"
"183920_s_at"	"8.52e-01"	"6.02e-01"	"0.71114"	"btb-10"	"BTB (Broad/complex/Tramtrack/Bric a brac) domain protein"
"184724_at"	"8.52e-01"	"6.02e-01"	"0.71111"	"mig-21"	"Abnormal cell migration protein 21"
"177948_at"	"8.52e-01"	"6.02e-01"	"0.71106"	"F44A6.3"	"hypothetical protein"
"189906_at"	"8.52e-01"	"6.02e-01"	"0.71089"	"nas-21"	"Zinc metalloproteinase nas-21"
"187142_at"	"8.52e-01"	"6.02e-01"	"0.71079"	"ZK637.12"	"hypothetical protein"
"176068_at"	"8.52e-01"	"6.02e-01"	"0.71073"	""	""
"173648_s_at"	"8.52e-01"	"6.02e-01"	"0.71072"	"tsr-1"	"Transporter of SR proteins"
"185545_at"	"8.52e-01"	"6.02e-01"	"0.71069"	"F19B10.5"	"hypothetical protein"
"178299_at"	"8.52e-01"	"6.02e-01"	"0.71062"	"K02C4.5"	"hypothetical protein"
"180803_at"	"8.53e-01"	"6.02e-01"	"0.71033"	"sri-70"	"Serpentine Receptor, class I"
"188167_s_at"	"8.53e-01"	"6.02e-01"	"0.71026"	"egl-13"	"Transcription factor egl-13"
"172572_x_at"	"8.53e-01"	"6.02e-01"	"0.71019"	"pms-2"	"PMS (Post Meiotic Segregation) family"
"184030_at"	"8.53e-01"	"6.02e-01"	"0.71007"	"W06H8.6"	"hypothetical protein"
"184069_at"	"8.53e-01"	"6.02e-01"	"0.71005"	"F49E12.7"	"hypothetical protein"
"176472_s_at"	"8.53e-01"	"6.02e-01"	"0.70981"	"Y54F10AM.11"	"hypothetical protein"
"185655_at"	"8.53e-01"	"6.02e-01"	"0.70961"	"Y73F8A.22"	"hypothetical protein"
"189396_at"	"8.53e-01"	"6.03e-01"	"0.70945"	"C18E3.5"	"hypothetical protein"
"174900_at"	"8.53e-01"	"6.03e-01"	"0.70934"	"ZK688.5"	"hypothetical protein"
"179179_at"	"8.53e-01"	"6.03e-01"	"0.70932"	"M03B6.4"	"hypothetical protein"
"181554_at"	"8.53e-01"	"6.03e-01"	"0.7092"	"F22D3.4"	"hypothetical protein"
"174137_s_at"	"8.53e-01"	"6.03e-01"	"0.70898"	"cst-1///cst-2"	"Serine/threonine-protein kinase cst-1 37kDa subunit///Caenorhabditis STE20-like kinase"
"185678_at"	"8.53e-01"	"6.03e-01"	"0.70891"	"Y53F4B.14"	"hypothetical protein"
"188786_at"	"8.53e-01"	"6.03e-01"	"0.70867"	"F46F2.4"	"hypothetical protein"
"192683_at"	"8.53e-01"	"6.03e-01"	"0.7086"	"col-75"	"Putative cuticle collagen 75"
"178895_at"	"8.53e-01"	"6.03e-01"	"0.70848"	"wago-1"	"Argonaute protein wago-1"
"176210_at"	"8.53e-01"	"6.03e-01"	"0.70833"	"Y116F11B.10///Y54G2A.21///Y48G1BM.6"	"pseudo///pseudo///hypothetical protein"
"178160_at"	"8.53e-01"	"6.03e-01"	"0.70826"	"W01B6.8"	"hypothetical protein"
"173637_s_at"	"8.53e-01"	"6.03e-01"	"0.70817"	"attf-4"	"AT hook-containing protein attf-4"
"174762_at"	"8.54e-01"	"6.03e-01"	"0.70793"	"ggtb-1"	"Probable geranylgeranyl transferase type-2 subunit beta"
"192562_at"	"8.54e-01"	"6.04e-01"	"0.70779"	"rps-7"	"40S ribosomal protein S7"
"176527_at"	"8.54e-01"	"6.04e-01"	"0.70774"	""	""
"178937_at"	"8.54e-01"	"6.04e-01"	"0.70765"	"srd-45"	"Serpentine receptor class delta-45"
"184310_at"	"8.54e-01"	"6.04e-01"	"0.70757"	"K11H12.3"	"hypothetical protein"
"178798_s_at"	"8.54e-01"	"6.04e-01"	"0.70727"	"K02B7.3"	"hypothetical protein"
"173004_s_at"	"8.54e-01"	"6.04e-01"	"0.70725"	"grl-7"	"GRound-Like (grd related)"
"189572_s_at"	"8.54e-01"	"6.04e-01"	"0.70716"	"mut-7"	"Exonuclease mut-7"
"192352_at"	"8.54e-01"	"6.04e-01"	"0.70716"	"zfp-2"	"Zinc Finger Protein"
"186649_s_at"	"8.54e-01"	"6.04e-01"	"0.70684"	"rmd-4///rmd-6"	"pseudo///Regulator of Microtubule Dynamics"
"183352_at"	"8.54e-01"	"6.04e-01"	"0.70676"	"mafr-1"	"Repressor of RNA polymerase III transcription MAF1"
"193533_s_at"	"8.54e-01"	"6.04e-01"	"0.70675"	"haf-3"	"HAlF transporter (PGP related)"
"172519_x_at"	"8.54e-01"	"6.04e-01"	"0.70673"	""	""
"180052_at"	"8.54e-01"	"6.04e-01"	"0.7067"	"C10B5.3"	"hypothetical protein"
"187658_at"	"8.54e-01"	"6.04e-01"	"0.70667"	"atgl-1"	"Adipose TriGlyceride Lipase"
"190939_at"	"8.54e-01"	"6.04e-01"	"0.70663"	"aqp-5"	"AQuaPorin or aquaglyceroporin related"
"190099_at"	"8.54e-01"	"6.04e-01"	"0.70645"	"sup-37"	"SUPpressor"
"185377_at"	"8.54e-01"	"6.04e-01"	"0.70645"	"lst-4"	"Lateral Signaling Target"
"191133_at"	"8.54e-01"	"6.04e-01"	"0.70635"	"srh-39"	"Serpentine Receptor, class H"
"191505_at"	"8.54e-01"	"6.05e-01"	"0.70607"	"str-121"	"Seven TM Receptor"
"176244_at"	"8.54e-01"	"6.05e-01"	"0.70603"	"rga-4"	"Rho GTPase Activating protein"
"177450_at"	"8.54e-01"	"6.05e-01"	"0.706"	"F21D9.8"	"hypothetical protein"
"183449_s_at"	"8.54e-01"	"6.05e-01"	"0.7058"	"drr-1"	"Dietary Restriction Response (WT but not eat-2 lifespan increased)"
"176510_at"	"8.54e-01"	"6.05e-01"	"0.70573"	""	""
"183943_at"	"8.54e-01"	"6.05e-01"	"0.70571"	"C01F1.4"	"hypothetical protein"
"172810_x_at"	"8.54e-01"	"6.05e-01"	"0.70563"	"ssq-3"	"Sperm-Specific family, class Q"
"192264_at"	"8.54e-01"	"6.05e-01"	"0.70557"	"his-73"	"HIStone"
"182456_at"	"8.54e-01"	"6.05e-01"	"0.70541"	"srh-123"	"Serpentine Receptor, class H"
"176511_at"	"8.54e-01"	"6.05e-01"	"0.70537"	"Y92H12BL.4"	"hypothetical protein"
"189086_s_at"	"8.54e-01"	"6.05e-01"	"0.70532"	"atn-1"	"AcTiniN"
"182564_at"	"8.54e-01"	"6.05e-01"	"0.70531"	"eri-3"	"Enhanced RNAI (RNA interference)"
"190921_at"	"8.54e-01"	"6.05e-01"	"0.70522"	"sri-4"	"Serpentine Receptor, class I"
"183781_at"	"8.54e-01"	"6.05e-01"	"0.70521"	"C47E12.9"	"hypothetical protein"
"193225_s_at"	"8.54e-01"	"6.05e-01"	"0.70513"	"cpn-1"	"CalPoNin"
"177954_at"	"8.54e-01"	"6.05e-01"	"0.70481"	"irld-52"	"Insulin/EGF-Receptor L Domain protein"
"175398_s_at"	"8.54e-01"	"6.05e-01"	"0.70478"	"dhs-4"	"DeHydrogenases, Short chain"
"181820_at"	"8.54e-01"	"6.05e-01"	"0.70478"	"frm-5.1"	"FERM domain (protein4.1-ezrin-radixin-moesin) family"
"181903_at"	"8.54e-01"	"6.05e-01"	"0.70478"	"mps-1"	"MiRP K channel accessory Subunit"
"192750_at"	"8.54e-01"	"6.05e-01"	"0.70472"	"let-92"	"Serine/threonine-protein phosphatase"
"186071_at"	"8.54e-01"	"6.05e-01"	"0.70464"	"fbxc-42"	"F-box C protein"
"171769_x_at"	"8.54e-01"	"6.05e-01"	"0.70463"	"F23F12.12"	"hypothetical protein"
"179124_at"	"8.54e-01"	"6.06e-01"	"0.70448"	"F55G7.3"	"hypothetical protein"
"192849_s_at"	"8.54e-01"	"6.06e-01"	"0.70447"	"lec-2"	"Galectin"
"181699_at"	"8.54e-01"	"6.06e-01"	"0.70444"	"fbxb-26"	"F-box B protein"
"188210_at"	"8.54e-01"	"6.06e-01"	"0.70442"	"srj-14"	"Serpentine Receptor, class J"
"183204_at"	"8.54e-01"	"6.06e-01"	"0.70435"	"F25E5.3"	"hypothetical protein"
"174654_at"	"8.54e-01"	"6.06e-01"	"0.70426"	"idha-1"	"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
"180086_at"	"8.54e-01"	"6.06e-01"	"0.70416"	"C50F2.2"	"hypothetical protein"
"178500_at"	"8.54e-01"	"6.06e-01"	"0.70415"	"irld-60"	"Insulin/EGF-Receptor L Domain protein"
"174625_at"	"8.54e-01"	"6.06e-01"	"0.7041"	"xpo-1"	"eXPOrtin (nuclear export receptor)"
"181589_at"	"8.54e-01"	"6.06e-01"	"0.70399"	"C36C9.5"	"hypothetical protein"
"173679_s_at"	"8.54e-01"	"6.06e-01"	"0.70394"	"rmd-2"	"Regulator of Microtubule Dynamics"
"173491_s_at"	"8.54e-01"	"6.06e-01"	"0.70391"	"faah-3"	"Fatty Acid Amide Hydrolase homolog"
"178687_at"	"8.54e-01"	"6.06e-01"	"0.70378"	"F15H9.1"	"hypothetical protein"
"185724_s_at"	"8.54e-01"	"6.06e-01"	"0.70377"	"ntl-11"	"NOT-Like (yeast CCR4/NOT complex component)"
"182526_at"	"8.54e-01"	"6.06e-01"	"0.70354"	"srab-8"	"Serpentine Receptor, class AB (class A-like)"
"172534_x_at"	"8.54e-01"	"6.06e-01"	"0.70349"	"T13A10.1"	"hypothetical protein"
"190525_s_at"	"8.54e-01"	"6.06e-01"	"0.70343"	"gln-2"	"Probable glutamine synthetase"
"171943_x_at"	"8.55e-01"	"6.06e-01"	"0.70296"	""	""
"182620_at"	"8.55e-01"	"6.06e-01"	"0.70296"	"srt-12"	"Serpentine Receptor, class T"
"173453_s_at"	"8.55e-01"	"6.07e-01"	"0.70285"	"klp-11"	"Kinesin-Like Protein"
"184098_s_at"	"8.55e-01"	"6.07e-01"	"0.7028"	"Y73F4A.2"	"DOMON domain-containing protein Y73F4A.2"
"178789_at"	"8.55e-01"	"6.07e-01"	"0.70278"	"F25B3.2"	"hypothetical protein"
"186225_at"	"8.55e-01"	"6.07e-01"	"0.70276"	"F09D12.2"	"hypothetical protein"
"180184_at"	"8.55e-01"	"6.07e-01"	"0.70243"	"T02G5.3"	"hypothetical protein"
"188399_s_at"	"8.55e-01"	"6.07e-01"	"0.70239"	"jac-1"	"Juxtamembrane domain-Associated Catenin"
"171737_x_at"	"8.55e-01"	"6.07e-01"	"0.70232"	"sqst-1"	"SeQueSTosome related"
"182333_at"	"8.55e-01"	"6.07e-01"	"0.70225"	"C54G7.1"	"hypothetical protein"
"189617_at"	"8.55e-01"	"6.07e-01"	"0.70218"	"glr-3"	"GLutamate Receptor family (AMPA)"
"182640_at"	"8.55e-01"	"6.07e-01"	"0.70194"	"C18G1.6"	"hypothetical protein"
"181664_at"	"8.55e-01"	"6.07e-01"	"0.70186"	"R07E4.1"	"hypothetical protein"
"174374_s_at"	"8.55e-01"	"6.07e-01"	"0.7018"	"F47G3.1"	"hypothetical protein"
"192159_at"	"8.55e-01"	"6.07e-01"	"0.70178"	"pkn-1"	"Protein Kinase N (PKN) homolog"
"183512_at"	"8.55e-01"	"6.07e-01"	"0.70163"	"F44A2.7"	"hypothetical protein"
"183849_at"	"8.55e-01"	"6.07e-01"	"0.70155"	"irld-66"	"Insulin/EGF-Receptor L Domain protein"
"180202_at"	"8.55e-01"	"6.07e-01"	"0.70136"	"T05A7.1"	"hypothetical protein"
"188369_at"	"8.55e-01"	"6.08e-01"	"0.70121"	"C08B6.4"	"hypothetical protein"
"185914_at"	"8.55e-01"	"6.08e-01"	"0.70117"	"Y48C3A.20"	"hypothetical protein"
"177583_at"	"8.55e-01"	"6.08e-01"	"0.70112"	"vab-9"	"hypothetical protein"
"191032_at"	"8.55e-01"	"6.08e-01"	"0.70109"	"M106.3"	"hypothetical protein"
"178581_at"	"8.55e-01"	"6.08e-01"	"0.70096"	"srh-264"	"Serpentine Receptor, class H"
"188768_at"	"8.55e-01"	"6.08e-01"	"0.70093"	"efa-6"	"Exchange Factor for Arf"
"185768_at"	"8.55e-01"	"6.08e-01"	"0.70081"	"F59E12.3"	"hypothetical protein"
"185983_at"	"8.55e-01"	"6.08e-01"	"0.70078"	"Y95D11A.1"	"hypothetical protein"
"177082_at"	"8.55e-01"	"6.08e-01"	"0.70073"	"flp-19"	"WANQVRF-amide"
"183409_at"	"8.55e-01"	"6.08e-01"	"0.7007"	"K10D11.6"	"hypothetical protein"
"172162_x_at"	"8.55e-01"	"6.08e-01"	"0.70069"	"F35E2.1///F16D3.6///B0546.5"	"hypothetical protein///hypothetical protein///hypothetical protein"
"186762_s_at"	"8.55e-01"	"6.08e-01"	"0.70069"	"Y18D10A.11"	"hypothetical protein"
"184701_at"	"8.55e-01"	"6.08e-01"	"0.70065"	"T21E12.3"	"hypothetical protein"
"185108_at"	"8.55e-01"	"6.08e-01"	"0.70063"	"F36F12.1"	"hypothetical protein"
"187224_at"	"8.55e-01"	"6.08e-01"	"0.70062"	"F02A9.1"	"hypothetical protein"
"192687_s_at"	"8.55e-01"	"6.08e-01"	"0.70058"	"rps-23"	"40S ribosomal protein S23"
"191236_s_at"	"8.55e-01"	"6.08e-01"	"0.70046"	"glh-3"	"ATP-dependent RNA helicase glh-3"
"175673_s_at"	"8.55e-01"	"6.08e-01"	"0.70029"	"dyn-1"	"Dynamin"
"194155_s_at"	"8.55e-01"	"6.08e-01"	"0.70019"	"F18A11.3"	"UPF0729 protein F18A11.3"
"188924_at"	"8.55e-01"	"6.08e-01"	"0.70017"	"sru-18"	"Serpentine Receptor, class U"
"190901_s_at"	"8.55e-01"	"6.08e-01"	"0.70001"	"K04H4.2"	"hypothetical protein"
"176103_at"	"8.55e-01"	"6.08e-01"	"0.6998"	"Y50D4A.5///Y50D4A.1"	"hypothetical protein///hypothetical protein"
"185674_at"	"8.55e-01"	"6.08e-01"	"0.6996"	"C12D5.10"	"hypothetical protein"
"175495_at"	"8.55e-01"	"6.08e-01"	"0.69956"	"rlbp-1"	"RaL Binding Protein"
"186565_s_at"	"8.55e-01"	"6.09e-01"	"0.6995"	"fbxa-205///fbxa-204"	"pseudo///pseudo"
"173096_at"	"8.55e-01"	"6.09e-01"	"0.69948"	"K08D12.6"	"hypothetical protein"
"184850_at"	"8.55e-01"	"6.09e-01"	"0.69946"	"F35F10.6"	"hypothetical protein"
"182726_s_at"	"8.55e-01"	"6.09e-01"	"0.6992"	"srbc-62///srbc-61"	"Serpentine Receptor, class BC (class B-like)///Serpentine Receptor, class BC (class B-like)"
"187477_s_at"	"8.55e-01"	"6.09e-01"	"0.69918"	"F19F10.11"	"hypothetical protein"
"184039_at"	"8.55e-01"	"6.09e-01"	"0.69918"	"C29F5.5"	"hypothetical protein"
"173456_at"	"8.55e-01"	"6.09e-01"	"0.6991"	"aex-3"	"MAP kinase-activating death domain protein"
"187648_s_at"	"8.55e-01"	"6.09e-01"	"0.69908"	"dnj-5"	"DNaJ domain (prokaryotic heat shock protein)"
"190057_s_at"	"8.55e-01"	"6.09e-01"	"0.69901"	"mig-6"	"Papilin"
"175929_s_at"	"8.55e-01"	"6.09e-01"	"0.69892"	"elk-2///lin-1"	"ELK transcription factor homolog///hypothetical protein"
"188416_s_at"	"8.55e-01"	"6.09e-01"	"0.69884"	"adr-2"	"Probable double-stranded RNA-specific adenosine deaminase"
"192662_s_at"	"8.55e-01"	"6.09e-01"	"0.6988"	"btb-19///btb-20"	"BTB (Broad/complex/Tramtrack/Bric a brac) domain protein///BTB (Broad/complex/Tramtrack/Bric a brac) domain protein"
"190994_at"	"8.55e-01"	"6.09e-01"	"0.69873"	"prk-1"	"Pim (mammalian oncogene) Related Kinase"
"182334_at"	"8.55e-01"	"6.09e-01"	"0.69867"	"R05G6.1"	"hypothetical protein"
"183637_at"	"8.55e-01"	"6.09e-01"	"0.69865"	"C49H3.6"	"hypothetical protein"
"182816_s_at"	"8.55e-01"	"6.09e-01"	"0.69851"	"C04F5.9"	"hypothetical protein"
"190982_at"	"8.56e-01"	"6.09e-01"	"0.69835"	"rpl-13"	"60S ribosomal protein L13"
"183704_at"	"8.56e-01"	"6.10e-01"	"0.6974"	"T20F5.7"	"hypothetical protein"
"178209_at"	"8.56e-01"	"6.10e-01"	"0.69737"	"T15D6.9"	"hypothetical protein"
"186137_at"	"8.56e-01"	"6.10e-01"	"0.69735"	"trx-4"	"Thioredoxin"
"179899_s_at"	"8.56e-01"	"6.10e-01"	"0.69719"	"str-14///C04C3.7"	"Seven TM Receptor///hypothetical protein"
"184241_at"	"8.56e-01"	"6.10e-01"	"0.69717"	"W01B11.1"	"hypothetical protein"
"193718_at"	"8.56e-01"	"6.10e-01"	"0.69716"	"cdf-1"	"Cation Diffusion Facilitator family"
"173749_at"	"8.56e-01"	"6.10e-01"	"0.69711"	"F49C12.12"	"hypothetical protein"
"179507_at"	"8.56e-01"	"6.10e-01"	"0.69709"	"F36D1.5"	"hypothetical protein"
"191005_at"	"8.56e-01"	"6.10e-01"	"0.69691"	"W02B12.12"	"hypothetical protein"
"176111_at"	"8.56e-01"	"6.10e-01"	"0.69684"	"exc-4"	"Chloride intracellular channel exc-4"
"180976_s_at"	"8.56e-01"	"6.10e-01"	"0.6968"	"cbd-1"	"Chitin-Binding Domain protein"
"178422_at"	"8.56e-01"	"6.10e-01"	"0.69659"	"C07B5.6"	"hypothetical protein"
"180798_at"	"8.56e-01"	"6.10e-01"	"0.69656"	"mrpl-23"	"Probable 39S ribosomal protein L23, mitochondrial"
"188484_s_at"	"8.56e-01"	"6.10e-01"	"0.69651"	"lrk-1"	"Leucine-rich repeat serine/threonine-protein kinase 1"
"179312_at"	"8.56e-01"	"6.10e-01"	"0.69645"	"srd-44"	"Serpentine receptor class delta-44"
"193119_s_at"	"8.56e-01"	"6.10e-01"	"0.69642"	"snr-3"	"Probable small nuclear ribonucleoprotein Sm D1"
"177155_at"	"8.56e-01"	"6.10e-01"	"0.69639"	"Y38C1AA.6"	"hypothetical protein"
"180423_at"	"8.56e-01"	"6.10e-01"	"0.69633"	"htp-3"	"Him-Three Paralog"
"184383_at"	"8.56e-01"	"6.10e-01"	"0.69625"	"C12D12.4"	"hypothetical protein"
"184566_s_at"	"8.56e-01"	"6.11e-01"	"0.69623"	"F29B9.11"	"hypothetical protein"
"186079_at"	"8.56e-01"	"6.11e-01"	"0.69621"	"sdz-35"	"SKN-1 Dependent Zygotic transcript"
"177178_at"	"8.56e-01"	"6.11e-01"	"0.696"	""	""
"177429_s_at"	"8.56e-01"	"6.11e-01"	"0.696"	"F54E4.3"	"hypothetical protein"
"180624_s_at"	"8.56e-01"	"6.11e-01"	"0.69598"	"abu-12"	"Activated in Blocked Unfolded protein response"
"174305_s_at"	"8.56e-01"	"6.11e-01"	"0.69598"	"saps-1"	"SAPS (phosphatase associated) domain protein"
"177323_at"	"8.56e-01"	"6.11e-01"	"0.69583"	"hsd-2"	"HydroxySteroid Dehydrogenase homolog"
"189612_at"	"8.56e-01"	"6.11e-01"	"0.69582"	"H27A22.1"	"hypothetical protein"
"180066_at"	"8.56e-01"	"6.11e-01"	"0.69578"	"glct-2"	"GLuCuronosylTransferase-like"
"181576_at"	"8.56e-01"	"6.11e-01"	"0.69571"	"fbxb-103"	"F-box B protein"
"178229_at"	"8.56e-01"	"6.11e-01"	"0.69567"	"F01D5.7"	"hypothetical protein"
"183788_at"	"8.56e-01"	"6.11e-01"	"0.69545"	"srh-291"	"Serpentine Receptor, class H"
"172506_x_at"	"8.56e-01"	"6.11e-01"	"0.69534"	"E03H12.5"	"hypothetical protein"
"192866_at"	"8.57e-01"	"6.11e-01"	"0.69497"	"F20D6.6"	"hypothetical protein"
"193114_at"	"8.57e-01"	"6.11e-01"	"0.69488"	"nmur-1"	"NMUR (NeuroMedin U Receptor) homolog"
"187777_at"	"8.57e-01"	"6.12e-01"	"0.69448"	"csn-2"	"COP9 signalosome complex subunit 2"
"172366_x_at"	"8.57e-01"	"6.12e-01"	"0.69438"	"C17B7.9"	"hypothetical protein"
"179091_at"	"8.57e-01"	"6.12e-01"	"0.69432"	""	""
"172623_at"	"8.57e-01"	"6.12e-01"	"0.69416"	"Y105C5A.10"	"hypothetical protein"
"193615_at"	"8.57e-01"	"6.12e-01"	"0.69382"	"rfc-3"	"RFC (DNA replication factor) family"
"177473_at"	"8.57e-01"	"6.12e-01"	"0.69372"	"T23G4.2"	"hypothetical protein"
"179267_at"	"8.58e-01"	"6.12e-01"	"0.69339"	"R10E8.5"	"hypothetical protein"
"183858_at"	"8.58e-01"	"6.12e-01"	"0.69327"	"irld-63"	"Insulin/EGF-Receptor L Domain protein"
"174269_at"	"8.58e-01"	"6.12e-01"	"0.69319"	"srpa-68"	"Probable signal recognition particle subunit SRP68"
"194145_x_at"	"8.58e-01"	"6.13e-01"	"0.69289"	"avr-14"	"hypothetical protein"
"185274_s_at"	"8.58e-01"	"6.13e-01"	"0.69281"	"C40A11.7///C40A11.6"	"hypothetical protein///hypothetical protein"
"183124_at"	"8.58e-01"	"6.13e-01"	"0.69267"	"grl-6"	"GRound-Like (grd related)"
"178780_at"	"8.58e-01"	"6.13e-01"	"0.69259"	"C54C8.3"	"hypothetical protein"
"186470_at"	"8.58e-01"	"6.13e-01"	"0.69256"	"F16G10.1"	"hypothetical protein"
"188397_at"	"8.58e-01"	"6.13e-01"	"0.69252"	"anc-1"	"Nuclear anchorage protein 1"
"177025_at"	"8.58e-01"	"6.13e-01"	"0.69251"	"mbtr-1"	"Malignant brain tumor repeat protein 1"
"174160_at"	"8.58e-01"	"6.13e-01"	"0.69247"	"flcn-1"	"FoLliCuliN"
"180633_at"	"8.58e-01"	"6.13e-01"	"0.69245"	"nep-4"	"NEPrilysin metallopeptidase family"
"174186_s_at"	"8.58e-01"	"6.13e-01"	"0.69223"	"F46F11.8"	"hypothetical protein"
"182469_at"	"8.58e-01"	"6.13e-01"	"0.69218"	"F48E3.8"	"hypothetical protein"
"180074_at"	"8.58e-01"	"6.13e-01"	"0.6921"	"C50F2.1"	"hypothetical protein"
"182681_at"	"8.58e-01"	"6.13e-01"	"0.69203"	"nlp-37"	"Neuropeptide-Like Protein"
"193978_at"	"8.58e-01"	"6.13e-01"	"0.69199"	"sad-1"	"Serine/threonine kinase SAD-1"
"190129_at"	"8.58e-01"	"6.13e-01"	"0.69178"	"sue-1"	"SUppressor of Elongation defect"
"180391_s_at"	"8.58e-01"	"6.13e-01"	"0.69165"	"cutl-20"	"CUTiclin-Like"
"194126_s_at"	"8.58e-01"	"6.13e-01"	"0.69161"	"C53B4.4"	"hypothetical protein"
"175972_at"	"8.58e-01"	"6.13e-01"	"0.69148"	"E01A2.1"	"hypothetical protein"
"181654_at"	"8.58e-01"	"6.13e-01"	"0.69143"	"K12H6.4"	"hypothetical protein"
"192219_at"	"8.58e-01"	"6.13e-01"	"0.6914"	"gem-1"	"Gon-2 Extragenic Modifier"
"174233_at"	"8.58e-01"	"6.13e-01"	"0.69134"	"T23C6.4"	"hypothetical protein"
"174407_at"	"8.58e-01"	"6.14e-01"	"0.69103"	"tth-1"	"Tetra THymosin (four thymosin repeat protein)"
"173768_at"	"8.58e-01"	"6.14e-01"	"0.69078"	"fut-1"	"FUcosyl Transferase"
"181995_at"	"8.58e-01"	"6.14e-01"	"0.69075"	"F40G9.5"	"hypothetical protein"
"186751_at"	"8.58e-01"	"6.14e-01"	"0.69067"	"Y71F9AL.6"	"hypothetical protein"
"178596_at"	"8.59e-01"	"6.14e-01"	"0.69049"	"F14B6.4"	"hypothetical protein"
"177589_at"	"8.59e-01"	"6.14e-01"	"0.6904"	"T27C5.12"	"hypothetical protein"
"184495_at"	"8.59e-01"	"6.14e-01"	"0.68971"	"F45C12.9"	"hypothetical protein"
"185381_at"	"8.59e-01"	"6.15e-01"	"0.68959"	"Y38E10A.8"	"hypothetical protein"
"191657_s_at"	"8.59e-01"	"6.15e-01"	"0.68951"	"eat-20"	"Abnormal pharyngeal pumping eat-20"
"188175_at"	"8.59e-01"	"6.15e-01"	"0.68931"	"rpl-42"	"Ribosomal Protein, Large subunit"
"177927_at"	"8.59e-01"	"6.15e-01"	"0.68921"	"C29F3.3"	"hypothetical protein"
"186022_at"	"8.59e-01"	"6.15e-01"	"0.68908"	"esyt-2"	"Extended SYnapTotagmin homolog"
"177337_at"	"8.59e-01"	"6.15e-01"	"0.68899"	""	""
"171974_x_at"	"8.59e-01"	"6.15e-01"	"0.68896"	"dnj-8"	"DNaJ domain (prokaryotic heat shock protein)"
"184487_at"	"8.59e-01"	"6.15e-01"	"0.68894"	"tag-322"	"hypothetical protein"
"182824_at"	"8.59e-01"	"6.15e-01"	"0.68893"	"C32E8.5"	"hypothetical protein"
"185043_s_at"	"8.59e-01"	"6.15e-01"	"0.68892"	"Y56A3A.30"	"hypothetical protein"
"185621_at"	"8.59e-01"	"6.15e-01"	"0.68882"	"mesp-1"	"MEiotic SPindle"
"192388_at"	"8.59e-01"	"6.15e-01"	"0.6885"	"K08C7.1"	"hypothetical protein"
"192238_s_at"	"8.59e-01"	"6.15e-01"	"0.68842"	"max-1"	"Motor AXon guidance"
"173009_s_at"	"8.59e-01"	"6.15e-01"	"0.68842"	"swsn-4"	"SWI/SNF nucleosome remodeling complex component"
"190989_at"	"8.60e-01"	"6.15e-01"	"0.68829"	"mrpl-11"	"Probable 39S ribosomal protein L11, mitochondrial"
"182196_s_at"	"8.60e-01"	"6.16e-01"	"0.68796"	"dcaf-1"	"DDB1 and CUL4-Associated Factor (DCAF1/VprBP) homolog"
"184657_at"	"8.60e-01"	"6.16e-01"	"0.68795"	"madf-3"	"MADF domain transcription factor"
"172811_x_at"	"8.60e-01"	"6.16e-01"	"0.68789"	"C35E7.10"	"Tyrosine-protein kinase"
"178904_s_at"	"8.60e-01"	"6.16e-01"	"0.68789"	"T08G5.9///T08G5.8"	"Major sperm protein///Major sperm protein"
"192321_s_at"	"8.60e-01"	"6.16e-01"	"0.68768"	"tag-257"	"hypothetical protein"
"183235_at"	"8.60e-01"	"6.16e-01"	"0.68767"	"srt-54"	"Serpentine Receptor, class T"
"189977_s_at"	"8.60e-01"	"6.16e-01"	"0.68766"	"svop-1"	"Putative transporter svop-1"
"190349_at"	"8.60e-01"	"6.16e-01"	"0.68756"	"tap-1"	"TAK1 kinase/MOM-4 binding Protein"
"189399_at"	"8.60e-01"	"6.16e-01"	"0.68755"	"H12I13.1"	"hypothetical protein"
"173739_at"	"8.60e-01"	"6.16e-01"	"0.68749"	"cka-1"	"Choline Kinase A"
